area,construction_time,floor,intro,price,title,zoning
113m²,2012年建造,中层(共26层),"
                    宏光合园  
                    经开-第八大街-第七大街99号",154,宏光合园 门口地铁5号线 双气 2梯4户 南北通透 有房本,3室2厅
119m²,2018年建造,中层(共26层),"
                    恒大未来之光  
                    中牟-中牟城区-荆州路",100,恒大未来之光 精装交付 均8000元 户型好,3室2厅
90m²,2018年建造,中层(共28层),"
                    金地正华漾时代  
                    二七-二七周边-南四环,近嵩山南路",105,金地一级物业 特价精装修 小高层 改善盘 地铁口 南环公园,3室2厅
93m²,2015年建造,中层(共26层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",180,地铁5号线 实验小学 南北通透采光好 家具家电全送 看房随时,3室2厅
87m²,2015年建造,中层(共25层),"
                    恒大未来之光  
                    中牟-中牟城区-荆州路",72,恒大75折购房 三开间朝南 双气精装修 高铁南站 航空北港区,3室2厅
93m²,2016年建造,低层(共27层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",169,经开人车分离高品质住宅，九鼎世家通透小三室，精装修，满二,3室2厅
155m²,,中层(共27层),"
                    正弘蓝堡湾  
                    金水-文博广场-东风路28号",395,蓝堡湾一期 155平半毛坯三房 户型少出房源 诚意出售,3室2厅
143m²,2012年建造,中层(共26层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",210,七里河畔观景住宅，福塔近在咫尺，朝凤路小学，亚太明珠,3室1厅
122m²,2012年建造,低层(共28层),"
                    远大理想城  
                    经开-远大理想城-经北二路,近朝凤路",180,上朝凤路小学 双气全南三房 均价14XXX 看房有钥匙 急卖,3室2厅
86m²,2015年建造,中层(共26层),"
                    兴港和昌云著  
                    航空港-航空港区-雍州路,近护航路",78,北港兴港和昌开发，地铁口品质住宅，交通便利环境优美。,3室2厅
175m²,2016年建造,中层(共26层),"
                    东润泰和  
                    金水-中医院-文劳路,近信息学院路",435,企业保真 不跑冤枉路 800米风雨连廊 人车分流 高端品质盘,3室2厅
92m²,2018年建造,中层(共26层),"
                    星联湾  
                    郑东新区-郑东新区周边-雁鸣路,近郑开大道",116,业主急售！星联湾小三房，中间层，正常首付，可按揭，随时看房,3室2厅
103m²,2011年建造,中层(共28层),"
                    裕华美晨  
                    惠济-省体育中心-三全路210号",138.8,欧式风格 拎包入住 豪装三居室 全南户 省体地铁口,3室2厅
117m²,2018年建造,中层(共26层),"
                    金辉滨河云著  
                    管城-管城周边-经开十七大街,近经南十四",163,边户全明 蝶湖旁 观景高品质改善住宅 金辉滨河云著 人车分流,3室2厅
89m²,2015年建造,中层(共27层),"
                    中海锦苑  
                    金水-中医院-文劳路8号",215,松花酿酒  春水煎茶！ 居50万豪装大五房  三餐四季皆如意,3室2厅
91m²,2016年建造,中层(共26层),"
                    星联湾  
                    郑东新区-郑东新区周边-雁鸣路,近郑开大道",123,(新上)星联湾一线河景 希少92平三房 位置杠杠好 楼层安静,3室2厅
91m²,2016年建造,中层(共26层),"
                    星联湾  
                    郑东新区-郑东新区周边-雁鸣路,近郑开大道",125,观河景三房 亲水楼层 客厅卧室朝南 采光通透 有钥匙可看房,3室2厅
89m²,2018年建造,中层(共26层),"
                    金地名悦  
                    中牟-中牟城区-航海东路,近风栖路",89,郑东新区房本，新楼盘现房清盘了，价位低到你想不到。,3室2厅
89m²,2015年建造,中层(共27层),"
                    中海锦苑  
                    金水-中医院-文劳路8号",215,央企开发拎包入住业主急售 降价10万 精装出售 装修带地下室,3室2厅
138m²,2015年建造,中层(共26层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",300,地铁5号线 南北通透双阳台 采光好 送车位和地下室 差额税少,3室2厅
113m²,2018年建造,中层(共26层),"
                    金地滨河风华  
                    管城-管城周边-明理南路,经南十二路",189,滨河国际新城 金地品质 地铁口临河观景 精装三室双卫南北通透,3室2厅
145m²,2010年建造,中层(共24层),"
                    建业森林半岛(金水)  
                    金水-中医院-东风路,近天明路",260,降价30万卖！客厅南卧室南！森林半岛！超值三房！毛坯随意装！,3室2厅
95m²,2014年建造,中层(共26层),"
                    瀚宇天悦  
                    金水-文化路-文化北路106号",145,文化路 四号线地铁口 龙们实验学校 配套成熟 交通便利 双气,3室2厅
122m²,2000年建造,中层(共29层),"
                    隆福国际  
                    二七-庆丰街-陇海中路28号",240,隆福国际 3室2厅2卫 122.0平米 240.00万元,3室2厅
109m²,2019年建造,低层(共28层),"
                    亚星江南小镇  
                    上街-中心路-淮阳路南段23号",59,地铁口 亚星江南小镇 高品质改善小区 首付可以分期,3室2厅
97m²,2020年建造,低层(共29层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",155,市区价格入住北龙湖片区地铁一号线旁 坐拥双名校看房有车接车送,3室1厅
95m²,2020年建造,中层(共27层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",148,天伦城（新）龙子湖 鸿园别墅旁 内部团购低1000,3室2厅
93m²,2016年建造,中层(共27层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",169,新出九鼎世家全朝南三室，拎包入住，急腾名额，价位可谈，可看房,3室2厅
113m²,2018年建造,中层(共24层),"
                    融创金林金水府  
                    金水-未来路-未来路",200,（店长力荐）曼哈顿旁 品质大盘  近地铁  生活配套成熟,3室2厅
137m²,2018年建造,中层(共27层),"
                    英协生生银河居  
                    金水-省政府-相济路,近熊儿河路",270,生生银河居（转让房） 临河观景 地铁 现房 成熟区域 直接签,3室2厅
96m²,2014年建造,中层(共26层),"
                    杨庄惠弘园社区  
                    惠济-北大学城-英才街27号",75,北大学城精装3室，英才街，地铁口，大学生多，万科广场,3室2厅
117m²,2018年建造,低层(共27层),"
                    金地名悦  
                    中牟-中牟城区-航海东路,近风栖路",108,经开区房本！今年买明年住！双气房.南北通透今精装修,3室2厅
120m²,2017年建造,中层(共26层),"
                    正弘中央公园尚文苑  
                    中牟-白沙镇-太湖路,近相州街",109,公园边上的家 尚文苑 120平南北通透三房110万 诚意出售,3室2厅
98m²,2019年建造,中层(共27层),"
                    富田城九鼎华府四号院  
                    管城-管南片-豫一路,近祥和路",123,首付10万 管南万亩大盘 四号地铁口 富田城九鼎华府五证齐全,3室2厅
91m²,2014年建造,中层(共26层),"
                    建业贰号城邦  
                    金水-水上公园-农业路22号",216,必看好房！建业贰号城邦  精装三房 临近文一  省实验,3室2厅
89m²,2018年建造,中层(共26层),"
                    阳光城一号院  
                    管城-管南片-长江东路,近尚武路",125,必看好房  中州大道 南三环  地铁口 阳光城  配套齐全,3室1厅
108m²,2012年建造,低层(共27层),"
                    郑州国瑞静香园  
                    金水-三全路-三全路",125,三全路国瑞静香园  双气大三房 看房有钥匙 品质社区,3室2厅
95m²,2012年建造,中层(共26层),"
                    郑东新世界(二期)  
                    郑东新区-商都路-青年路,近凤栖路",103,郑东白沙片区  95送9平 南北通透全新大三房  有地暖,3室2厅
99m²,2019年建造,中层(共28层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",146,北龙湖旁 优胜路小学 金水区学校前三甲 随时看房！,3室2厅
90m²,2014年建造,中层(共26层),"
                    正弘中央公园林语苑  
                    航空港-航空港区-郑港三路,近太湖路",86,康平湖地铁口 正弘南北通透 精装修 直接拎包入住,3室2厅
115m²,2019年建造,中层(共29层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",178,（内部房）千亩学府大盘 均价一万六 上优胜路小学火爆抢 购中,3室2厅
95m²,2017年建造,中层(共26层),"
                    蓝光凤湖长岛国际社区  
                    郑州周边-新乡-311省道",50,郑北 王 府井商圈旁 蓝光长岛国际社区精装三房 配套齐交通便,3室2厅
88m²,2017年建造,中层(共27层),"
                    万科美景魅力之城幽兰园  
                    航空港-航空港区-郑港二街,近城郊线",89,万科经典户型 精装三房 满二有本 中间楼层 业主急售,3室2厅
175m²,2016年建造,中层(共26层),"
                    东润泰和  
                    金水-中医院-文劳路,近信息学院路",435,春水初生春林初盛，春风十里不如你！中间楼层 好采光，看房方便,3室2厅
126m²,2018年建造,低层(共28层),"
                    正商中州城百合园  
                    管城-安徐庄-郑新路",160,南三环 永威城旁 正商中州城 精装 双气 通透 大三房,3室2厅
127m²,2014年建造,中层(共25层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",190,瀚海尔湾旁|紧邻北龙湖龙子湖|东区单价15000元,3室2厅
96m²,2018年建造,中层(共24层),"
                    绿都澜湾桂园  
                    管城-管城周边-宇通路,近紫荆山南路",140,（店长力荐）南三环地铁口  创新街小学  绿都开发,3室2厅
126m²,2019年建造,中层(共26层),"
                    中海天悦府  
                    管城-管城周边-华夏大道,近经南八路",175,滨河国际新城 海绵城市示范 地铁三号线 外国语旁 新中式建筑,3室2厅
88m²,2014年建造,中层(共27层),"
                    珠江荣景  
                    惠济-省体育中心-江山路,近天河路",85,急售 郑州北区 三室精装修现房送家电 满五 南北通透 错过无,3室2厅
140m²,2015年建造,中层(共26层),"
                    东润朗郡  
                    中牟-中牟城区-商都大道,近文通路",128,豪装128万 该户型*优 一梯一户 拎包入住 得房率高,3室2厅
117m²,2018年建造,低层(共26层),"
                    金科天籁城  
                    中牟-中牟城区-郑开大道,近人文路",119,金科天籁城117平 准现房 不绑定车位 交房早 低于市场价,3室2厅
89m²,2020年建造,低层(共31层),"
                    永丰乐城  
                    新郑-新郑龙湖-祥云路,近鸿鹄路",69,永丰乐城 推出特价89平三房 中间楼层 首付2万 可分期,3室2厅
117m²,2015年建造,低层(共33层),"
                    基正唐宁1號  
                    新郑-新郑龙湖-新郑快速通道",86,龙湖镇  唐宁一号  南北通透  风景优美,3室2厅
116m²,2020年建造,中层(共26层),"
                    奥兰和园  
                    管城-城东路-城东南路,近二里岗东街",160,航海路 双地铁口 外国语中学 无税 现房 随时网签 随时看房,3室2厅
106m²,2016年建造,中层(共26层),"
                    金科天籁城  
                    中牟-中牟城区-郑开大道,近人文路",106,金科天籁城，方正三房，18年购原价转让，J18设计城伯利恒,3室2厅
171m²,2013年建造,中层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",200,亚太明珠 精装大三房 5号地铁口 朝凤路小学 远大理想城旁,3室2厅
95m²,2019年建造,中层(共25层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",140,东三环龙子湖北天伦城 优胜路小学 政策专享,3室2厅
135m²,2014年建造,低层(共11层),"
                    新田城盛荟  
                    荥阳-洞林湖-新田大道",99,急急急 业主着急出售 低于市场价 三室两厅两卫 135平99,3室2厅
115m²,2017年建造,中层(共30层),"
                    康桥溪棠  
                    新郑-新郑龙湖-祥安路",100,康桥溪棠 花园景观小区 有本送车位 有钥匙 南北双阳台,3室2厅
118m²,2018年建造,低层(共33层),"
                    华瑞紫韵城丽园  
                    中原-郑州市一中-建设西路",145,华瑞丽园 大三室 双地铁口 毛坯现房 有钥匙 随时看房,3室2厅
118m²,2013年建造,低层(共34层),"
                    普罗旺世波特兰  
                    金水-国基路-宏达街88号",210,普罗旺世六期，电梯三房，降级15万，人车分流，户型方正，,3室2厅
89m²,2019年建造,中层(共26层),"
                    建海当代公园阅MOMΛ  
                    荥阳-荥阳城区-广武路22-18号",62,新房无税 植物园旁广武路地铁口  双卫小三房分期无压力！,3室2厅
128m²,2012年建造,低层(共27层),"
                    正商明钻一期  
                    中原-五龙口-电厂路19号",165,正商明钻 人车分流 精装大三房 双卫 楼层好 房东城卖！,3室2厅
108m²,2013年建造,低层(共7层),"
                    隆府新城  
                    航空港-航空港区-金河大道,近薛店大道",78,莲花路地铁口  隆府新城  一楼带50平院子,3室2厅
105m²,2015年建造,低层(共33层),"
                    康桥九溪郡  
                    新郑-新郑龙湖-祥安路,近郑新快速通道",90,华南城锦艺城对面 康桥九溪郡2卧朝南3房 有本,3室2厅
88m²,2010年建造,低层(共6层),"
                    居易国际城(KB区)  
                    新郑-新郑龙湖-双湖大道7号",85,国际城南区 一楼带院小三房 满五唯一 随时可以看房,3室2厅
119m²,2020年建造,低层(共31层),"
                    盛澳金尊府  
                    管城-管南片-腾飞路,近尚庄路",190,金二环福塔旁 双地铁改善盘 盛澳金尊府 上创新小学,3室2厅
156m²,2018年建造,低层(共26层),"
                    星联岚溪府  
                    中牟-白沙镇-永盛西路,近仁和路",190,内购 岚溪府 单价1.25W 楼层可选 一个名额 。,3室2厅
123m²,2016年建造,低层(共33层),"
                    融创美盛象湖壹号  
                    中牟-中牟城区-凤栖街,近润泽路",165,象湖旁 融创象湖一号 123平 大三房 低楼层 诚心急售！,3室2厅
89m²,2018年建造,低层(共25层),"
                    锦艺金水湾观源苑  
                    惠济-北大学城-贾鲁河北路36号",115,贾鲁河公园 金水湾观源苑 精装电梯房 上丽水外国语,3室2厅
128m²,2015年建造,低层(共33层),"
                    金沙湖高尔夫观邸(南区)  
                    经开-远大理想城-经南八路",196,小区唯一精装修婚房三房 送全新家电金沙湖高尔夫观邸,3室2厅
89m²,2020年建造,中层(共27层),"
                    建海当代公园阅MOMΛ  
                    荥阳-荥阳城区-广武路22-18号",62,植物园地铁口 89平精致三室双卫 月供两千 幼儿园到初中全有,3室2厅
87m²,2011年建造,低层(共26层),"
                    建业枫林上院  
                    金水-索凌路-文化北路,近三全路",153,东风渠公园旁 建业枫林上院  87平小三室精装153万,3室2厅
119m²,2012年建造,中层(共28层),"
                    阳光城2号院  
                    管城-安徐庄-长江东路",210,阳光城，三室两厅，南北通透，满五，看房方便。,3室2厅
89m²,2016年建造,低层(共31层),"
                    万科美景魅力之城祥润园  
                    航空港-航空港区-长安路,近通航路",86,笋盘急售！万科精装南北通透三房 好楼层带车位 低于市场价十万,3室2厅
122m²,2000年建造,中层(共29层),"
                    隆福国际  
                    二七-庆丰街-陇海中路28号",240,铁路局旁，隆福国际，电梯双气三房，122平只要238万,3室2厅
89m²,2015年建造,中层(共27层),"
                    中海锦苑  
                    金水-中医院-文劳路8号",215,一年四季让您被鸟语花香包围，中海锦苑30万豪华装修，中央空调,3室2厅
100m²,2015年建造,低层(共30层),"
                    富田兴和湾  
                    新郑-新郑龙湖-紫荆山南路,近郑州绕城高速",95,富田兴和湾 精装三房 一天未住 业主急售 产权清晰 价格优惠,3室2厅
135m²,2016年建造,中层(共26层),"
                    吉地澜花语  
                    郑东新区-商都路-郑开大道,近贺庄路",135,优 象湖片区吉澜花语136平现房有房本首付35万直接过户急售,3室2厅
89m²,2018年建造,中层(共26层),"
                    金科集美公馆  
                    荥阳-荥阳城区-荥泽大道",60,荥阳东区，二幼八小附近 89平 南北通透小三室 总房款6X万,3室2厅
89m²,2015年建造,低层(共34层),"
                    万科城采薇苑  
                    高新区-科学大道-科学大道,近红叶路",124,满五唯一 纯南三房 地铁口 学校房 业主诚售 随时看房,3室2厅
118m²,2018年建造,低层(共33层),"
                    华瑞紫韵城丽园  
                    中原-郑州市一中-建设西路",140,南北通透 满二唯一住房 140万 华瑞紫韵城丽园 电梯房 3,3室2厅
137m²,2015年建造,低层(共6层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",205,龙湖锦艺城 新出复试三层带院 送150平边院  有本 可包税,3室2厅
127m²,2018年建造,低层(共9层),"
                    融创空港宸院  
                    航空港-航空港区-鄱阳湖路,近长安路",115,北港融创空港辰院 纯洋房社区  近地铁学校 惊爆价9xxx,3室2厅
104m²,2018年建造,低层(共9层),"
                    融创空港宸院  
                    航空港-航空港区-鄱阳湖路,近长安路",100,空港核心 融创空港辰院  一梯两户洋房社区  送车位,3室2厅
137m²,2014年建造,低层(共8层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",170,锦艺城洋房 豪华装修 送车位 送露台送储存室 家具家电全送,3室2厅
140m²,2016年建造,低层(共7层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",180,锦艺城 新出洋房 一楼带50平花园的大复式 另送100地下室,3室2厅
107m²,2020年建造,低层(共34层),"
                    亚星环翠居  
                    二七-航海路-嵩山路,近长江路",132.9,好便宜 金三环11900元 外国语华师大 两房三房 看房接送,3室2厅
89m²,2018年建造,低层(共27层),"
                    招商天地华府  
                    二七-嵩山路-嵩山南路,近南四环",127,急售央企招商 有本 精装三房  家居全送 南北通透 采光好,3室2厅
133m²,2013年建造,低层(共31层),"
                    升龙国际中心B区  
                    二七-升龙国际-政通路66号",200,南北通透 升龙国际中心B区 3室2厅 200万 满五唯一住房,3室2厅
96m²,2018年建造,低层(共27层),"
                    绿地公园城  
                    管城-管城周边-新郑快速通道,近豫一路",120,郑州市区3万网签，5年10次火爆全城国企绿地,3室2厅
137m²,2000年建造,中层(共26层),"
                    英协生生银河居  
                    金水-省政府-相济路,近熊儿河路",270,英协生生银河居 3室2厅2卫 137.0平米,3室2厅
88m²,2017年建造,低层(共34层),"
                    汇泉西悦城2号院  
                    中原-中原西路-西四环",105,四大中心奥体对面 精装修 双气电梯房 纯南户 精装三房,3室2厅
146m²,2015年建造,低层(共24层),"
                    睿智禧园  
                    高新区-科学大道-梧桐街35号",168,捡漏房！中式园林 睿智禧园146平通透大三室 毛坯房 有本,3室2厅
115m²,2020年建造,中层(共26层),"
                    金科集美公馆  
                    荥阳-荥阳城区-荥泽大道",75,杜绝虚假 荥阳东区八小二幼旁 南北双卫三居室 单价6XXX！,3室2厅
130m²,2018年建造,中层(共26层),"
                    康桥香溪郡  
                    中牟-中牟城区-郑开大道",110,名额转让，康桥香溪郡，130平大三房，小区醉低一套，速速来电,3室2厅
94m²,2019年建造,中层(共27层),"
                    融创城  
                    管城-管南片-紫辰路",115,融创城，3万网签，生态之城，精装交房,3室2厅
122m²,2015年建造,低层(共32层),"
                    豫翠园(南区)  
                    上街-济源路-新建街,近汝南路",62,此房户型方证，采光良好！交通便利，楼下配套齐全,3室1厅
99m²,2017年建造,低层(共34层),"
                    绿都澜湾樟园  
                    管城-管城周边-青翠南路39号",170,双 学 区 地铁口  运河边 绿都澜湾樟园  99平158万,3室2厅
135m²,2015年建造,中层(共26层),"
                    滨河佳园  
                    中牟-中牟城区-雁鸣路",162,真.实房源！滨河佳园，临河观景，品质上选，地铁临河公园省实验,3室2厅
143m²,2014年建造,低层(共27层),"
                    中联创橄榄城五号院  
                    二七-连云路-连云路128号",190,地铁口 契税满两年 全明户型 随时看房 诚心出售,3室2厅
129m²,2014年建造,低层(共28层),"
                    中建观湖国际(二期)  
                    管城-管城周边-经开十五大街",166,幸福滨水家园 中建观湖国际 拓丰祥和居 两房到三房 转让房,3室2厅
143m²,2017年建造,低层(共27层),"
                    润城时光里  
                    郑东新区-通泰路-永平路1号",245,郑东新区 捡漏 精装大三房 赔钱出售 随时可以看房,3室2厅
103m²,2010年建造,低层(共27层),"
                    正商东方港湾  
                    郑东新区-新东站片-康平路9号",216,南北通透小三房 全明户型 通风采光好,3室2厅
115m²,2014年建造,中层(共30层),"
                    康桥溪棠  
                    新郑-新郑龙湖-祥安路",100,康桥溪棠 品质物业 敞亮三房 100万送车位 业主急卖 急卖,3室2厅
108m²,2014年建造,低层(共7层),"
                    隆府新城  
                    航空港-航空港区-金河大道,近薛店大道",68,航空港 薛店隆府新城 68万朝南 精装修 诚心出售 价格可议,3室2厅
141m²,2013年建造,低层(共6层),"
                    富田兴龙湾  
                    新郑-新郑龙湖-郑新路,近泰山路",150,龙湖富田兴龙湾165万买经典洋房一楼带30平院子,3室2厅
91m²,2015年建造,低层(共33层),"
                    基正唐宁1號  
                    新郑-新郑龙湖-新郑快速通道",74,唐宁一号业主包税交通便利龙湖一中旁,3室2厅
89m²,2016年建造,低层(共25层),"
                    依云小镇  
                    惠济-思念果岭-西山路",62,惠济区 四环旁 南北通透 交通方便 低于市场价出售 唯一住房,3室2厅
98m²,2018年建造,低层(共33层),"
                    绿都澜湾三期榕园  
                    管城-管南片-中州大道",130,团购渠道.绿都澜湾 地铁口 创新街小学 第八中学,3室2厅
126m²,2014年建造,低层(共11层),"
                    康桥原溪里1号院  
                    新郑-新郑龙湖-祥安路",164,康桥原溪里一楼带院紧邻实验小学，,3室2厅
89m²,2018年建造,低层(共26层),"
                    康桥悦蓉园  
                    管城-管城周边-华夏大道,近经南十二路",145,（真实）毗邻水街（直接更名）滨河二小，外国语学校（随时看房）,3室2厅
128m²,2015年建造,低层(共33层),"
                    金沙湖高尔夫观邸(南区)  
                    经开-远大理想城-经南八路",196,豪华装修 一梯一户 电梯入户 临湖观景 南北通透 看房随时,3室2厅
117m²,2016年建造,低层(共26层),"
                    万科天伦紫台  
                    惠济-开元路-大河路,近文化北路",185,万科天伦紫台一期 南北通透三室两厅两卫 业主诚售 万科物业,3室2厅
87m²,2011年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",123,橡树玫瑰城 3室2厅1卫 87.0平米 123.00万元,3室2厅
125m²,2016年建造,中层(共32层),"
                    正商红河谷  
                    新郑-新郑龙湖-107国道",98,"沙窝里地铁站，9100平，,正商红河谷大三房南北通透带双气",3室2厅
105m²,2016年建造,中层(共25层),"
                    正商城泰园1号院  
                    二七-华中片-新圃东街",99,航海路碧云路5号地铁口 正商城品质小区 精装双气 即买即住,3室2厅
100m²,2018年建造,中层(共32层),"
                    浩创梧桐花语  
                    航空港-航空港区-神州路",65,港区新盘 浩创开发 2万订房 三年六次 浩创梧桐花语！,3室2厅
101m²,2020年建造,中层(共26层),"
                    郑州恒大养生谷  
                    荥阳-荥阳城区-悦来西路,近荥泽大道",80,荥阳恒大开发 首付7万起地鉄口學区房 均价7xxx起内部特价,3室2厅
120m²,2019年建造,低层(共33层),"
                    路劲国际城  
                    中牟-中牟城区-商都大道",110,路劲国际城 38号楼开盘，内部团购价经理优惠，支持组合贷。,3室2厅
89m²,2014年建造,低层(共34层),"
                    万科城采薇苑  
                    高新区-科学大道-科学大道,近红叶路",123,地铁口旁 學区房  南北通透 满二有本 过户快 万科物业,3室2厅
200m²,2014年建造,低层(共9层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",185,洋房必看！锦艺城复式 前后花园 超大地下室 低于市场价 急售,3室2厅
104m²,2020年建造,低层(共8层),"
                    融创空港宸院  
                    航空港-航空港区-鄱阳湖路,近长安路",98,航空港区北港融创 104平 三室俩厅一卫均价9XXX,3室2厅
92m²,2010年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",135,橡树玫瑰城 3室2厅1卫 92.0平米 135.00万元,3室2厅
125m²,2015年建造,中层(共30层),"
                    正商红河谷  
                    新郑-新郑龙湖-107国道",102,沙窝李地铁口 双气大三房 出门就是地铁口,3室2厅
95m²,2019年建造,低层(共34层),"
                    绿都望晴川  
                    荥阳-荥阳城区-中原西路",70,索河湿地公园 绿都望晴川，95平小3室，超大阳台 送地暖,3室2厅
132m²,2015年建造,中层(共25层),"
                    瀚宇天悦  
                    金水-文化路-文化北路106号",206,贾鲁河旁  三房，双地铁，瀚宇天悦，龙门实验学校，环境优美,3室2厅
109m²,2019年建造,中层(共26层),"
                    电建泷悦华庭  
                    管城-管城周边-经南十五路,近第十七大街",179,滨河国际新城 电建泷悦华庭精装三房 品质改善楼盘,3室2厅
97m²,2019年建造,中层(共27层),"
                    天伦城  
                    金水-东三街-鸿宝路,近任庄路",145,天伦城坐拥北龙湖 洋房 优胜路小学郑州七中 一级物业,3室2厅
142m²,2016年建造,低层(共27层),"
                    正商华钻澜庭3号院  
                    管城-安徐庄-紫辰路",200,正商华钻澜庭3号院 142平 3室2厅 满二唯一住房 电梯房,3室2厅
98m²,2016年建造,中层(共27层),"
                    成邑德润华庭  
                    荥阳-荥阳城区-织机路",80,荥阳东 吾悦广场隔壁 二中旁 低于市场价15万,3室2厅
98m²,2020年建造,低层(共11层),"
                    绿都望晴川  
                    荥阳-荥阳城区-中原西路",72,单价7000买洋房高层价格绿都望晴川3室2卫交通便利出行方便,3室2厅
121m²,2015年建造,低层(共33层),"
                    康桥溪月  
                    新郑-新郑龙湖-祥和路,近湖滨路",108,康桥品质大三房120万精装出售 中层挥泪甩卖 可随时看房,3室2厅
108m²,2015年建造,低层(共9层),"
                    德丰麦卡伦  
                    新郑-新郑龙湖-阳光大道",110,德丰麦卡伦，精装修三室，110万包税，,3室2厅
90m²,2018年建造,低层(共33层),"
                    瀚海航城  
                    航空港-航空港区-荆州路,近思存路",65,港区双地铁7000多不限购不限贷地铁口房3万网签,3室2厅
115m²,2022年建造,中层(共26层),"
                    金科集美公馆  
                    荥阳-荥阳城区-荥泽大道",75,金科集美公馆  一万定房  二幼八小旁   郑西超高性价比,3室2厅
89m²,2013年建造,低层(共34层),"
                    万科城采薇苑  
                    高新区-科学大道-科学大道,近红叶路",122,地铁口 學区房 万科城精装南北通透三房 急售 有钥匙随时看,3室2厅
89m²,2015年建造,低层(共33层),"
                    正商智慧城博园  
                    新郑-新郑龙湖-正商大道,近郑绕高速",82,龙湖镇正商智慧城 自带学校！(捡漏房)好楼层 急售,3室2厅
88m²,2016年建造,低层(共34层),"
                    谦祥万和城  
                    高新区-科学大道-长椿路,近莲花街",125,诚意出售谦祥万和城3室精装修，可上创新实验小學，地铁口,3室2厅
89m²,2019年建造,中层(共26层),"
                    郑西鑫苑名家  
                    荥阳-荥阳城区-郑上路,近广武路",62,郑上路鑫苑名家89平小三房清盘价6600，首付2万，两年分期,3室2厅
93m²,2016年建造,中层(共28层),"
                    康桥香溪里  
                    中牟-中牟城区-广惠街,近滨河路",86,郑汴一体化核心区 康桥香溪里 3室2厅93平贾鲁河畔文旅住宅,3室2厅
89m²,2016年建造,低层(共27层),"
                    鑫苑鑫家(1期)  
                    二七-大学南路-大学南路,近南四环",100,100万 3室2厅 南北通透 89平 满二 房东急置换 诚意,3室2厅
90m²,2011年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",134,橡树玫瑰城 南北通透三房 满五年无差额 134万 业主诚心急,3室2厅
108m²,2018年建造,低层(共34层),"
                    金科城  
                    高新区-科学大道-月桂路21号",175,郑州中学，一附小，精装双气，南北通透3房，满2年，有本，急售,3室2厅
127m²,2020年建造,中层(共27层),"
                    康桥九溪天悦  
                    高新区-科学大道-开元路,近长椿路",146,四环内，康桥开发，公园里的家，11XXX！万亩低密盘,3室2厅
89m²,2022年建造,低层(共32层),"
                    公园世家  
                    高新区-科学大道-石楠路,近科学大道",123,明年7月交房2万网签 一口价12600，郑大地铁口东500米,3室2厅
108m²,2015年建造,低层(共33层),"
                    瀚宇天悦城  
                    金水-三全路-文化路,近三全路",175,金水区核心地段双地铁交汇精致三房两卫签约龙门实验学校,3室2厅
89m²,2019年建造,低层(共30层),"
                    紫荆半岛东郡  
                    新郑-新郑龙湖-紫荆山南路,近祥云路",72.9,南龙湖 双湖大道紫荆山 首付2万 单价8xxx  送车位,3室2厅
88m²,2018年建造,中层(共30层),"
                    永丰乐城  
                    新郑-新郑龙湖-祥云路,近鸿鹄路",71,首付5万 2号线地铁口 紫荆山路旁 均价8000 品质楼盘,3室2厅
116m²,2019年建造,中层(共28层),"
                    华润紫云府  
                    经开-远大理想城-经开第七大街,近经北二路",205,华润紫云府央企开发经开区核心纯改善地铁双气配套齐全通透三房,3室2厅
132m²,2019年建造,中层(共26层),"
                    汇泉东悦城  
                    中牟-中牟城区-前程路,近复兴路",118,央企名盘  纯小高层 一梯一户 地铁300米,3室2厅
115m²,2011年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",165,亚太明珠 全朝南三房 双阳台 采光好 2梯3户 低于市场价,3室2厅
113m²,2014年建造,低层(共32层),"
                    宏光合园  
                    经开-第八大街-第七大街99号",135,五号线地铁口50米 两梯四户宏光合园 南北通透 精装修有钥匙,3室2厅
